-182.779, 71.903, 2.378,  4.603
-182.768, 71.824, 2.386,  4.636
-182.756, 71.745, 2.394,  4.669
-182.745, 71.666, 2.401,  4.702
-182.734, 71.586, 2.408,  4.735
-182.723, 71.507, 2.415,  4.768
-182.711, 71.427, 2.423,  4.801
-182.700, 71.347, 2.430,  4.834
-182.689, 71.266, 2.437,  4.867
-182.677, 71.186, 2.444,  4.900
-182.666, 71.105, 2.453,  4.933
-182.655, 71.024, 2.461,  4.966
-182.643, 70.942, 2.468,  4.999
-182.632, 70.861, 2.475,  5.032
-182.621, 70.779, 2.482,  5.065
-182.609, 70.696, 2.490,  5.098
-182.598, 70.614, 2.498,  5.131
-182.587, 70.531, 2.506,  5.164
-182.575, 70.448, 2.514,  5.197
-182.564, 70.365, 2.521,  5.230
-182.553, 70.282, 2.530,  5.263
-182.541, 70.198, 2.537,  5.296
-182.530, 70.114, 2.545,  5.329
-182.519, 70.030, 2.553,  5.362
-182.507, 69.945, 2.561,  5.395
-182.496, 69.860, 2.569,  5.428
-182.485, 69.775, 2.577,  5.461
-182.473, 69.690, 2.585,  5.494
-182.462, 69.604, 2.593,  5.527
-182.451, 69.518, 2.602,  5.560
-182.440, 69.432, 2.610,  5.593
-182.429, 69.345, 2.618,  5.626
-182.417, 69.259, 2.626,  5.659
-182.406, 69.172, 2.634,  5.692
-182.395, 69.084, 2.643,  5.725
-182.384, 68.997, 2.652,  5.758
-182.373, 68.909, 2.660,  5.791
-182.362, 68.821, 2.667,  5.824
-182.351, 68.732, 2.676,  5.857
-182.340, 68.643, 2.686,  5.890
-182.329, 68.554, 2.694,  5.923
-182.318, 68.465, 2.702,  5.956
-182.307, 68.375, 2.711,  5.989
-182.296, 68.285, 2.719,  6.022
-182.285, 68.195, 2.727,  6.055
-182.274, 68.105, 2.737,  6.088
-182.263, 68.014, 2.747,  6.121
-182.252, 67.923, 2.755,  6.154
-182.241, 67.831, 2.763,  6.187
-182.231, 67.740, 2.772,  6.220
-182.220, 67.648, 2.781,  6.253
-182.209, 67.555, 2.790,  6.286
-182.198, 67.463, 2.800,  6.319
-182.188, 67.370, 2.808,  6.352
-182.177, 67.277, 2.816,  6.385
-182.167, 67.183, 2.826,  6.418
-182.156, 67.089, 2.836,  6.451
-182.146, 66.995, 2.845,  6.484
-182.135, 66.900, 2.853,  6.517
-182.125, 66.806, 2.862,  6.550
-182.114, 66.711, 2.873,  6.583
-182.104, 66.615, 2.882,  6.616
-182.094, 66.519, 2.891,  6.649
-182.084, 66.423, 2.900,  6.682
-182.073, 66.327, 2.909,  6.715
-182.063, 66.230, 2.920,  6.748
-182.053, 66.133, 2.929,  6.781
-182.043, 66.036, 2.937,  6.814
-182.033, 65.938, 2.947,  6.847
-182.023, 65.840, 2.958,  6.880
-182.013, 65.742, 2.968,  6.913
-182.004, 65.643, 2.977,  6.946
-181.994, 65.544, 2.986,  6.979
-181.984, 65.445, 2.995,  7.012
-181.974, 65.345, 3.005,  7.045
-181.965, 65.245, 3.015,  7.078
-181.955, 65.145, 3.025,  7.111
-181.946, 65.044, 3.035,  7.144
-181.936, 64.943, 3.045,  7.177
-181.927, 64.842, 3.056,  7.210
-181.917, 64.740, 3.066,  7.243
-181.908, 64.638, 3.075,  7.276
-181.899, 64.536, 3.085,  7.309
-181.890, 64.433, 3.096,  7.342
-181.881, 64.330, 3.106,  7.375
-181.871, 64.227, 3.116,  7.408
-181.862, 64.123, 3.125,  7.441
-181.854, 64.019, 3.137,  7.474
-181.845, 63.915, 3.147,  7.507
-181.836, 63.810, 3.156,  7.540
-181.827, 63.705, 3.167,  7.573
-181.818, 63.599, 3.178,  7.606
-181.810, 63.493, 3.188,  7.639
-181.801, 63.387, 3.198,  7.672
-181.793, 63.281, 3.209,  7.705
-181.784, 63.174, 3.220,  7.738
-181.776, 63.066, 3.231,  7.771
-181.768, 62.959, 3.241,  7.804
-181.759, 62.851, 3.251,  7.837
-181.751, 62.742, 3.262,  7.870
-181.743, 62.634, 3.273,  7.903
-181.735, 62.525, 3.284,  7.936
-181.727, 62.415, 3.295,  7.969
-181.719, 62.305, 3.305,  8.002
-181.712, 62.195, 3.316,  8.035
-181.704, 62.085, 3.327,  8.068
-181.696, 61.974, 3.338,  8.101
-181.689, 61.862, 3.349,  8.134
-181.681, 61.751, 3.361,  8.167
-181.674, 61.639, 3.372,  8.200
-181.666, 61.526, 3.382,  8.233
-181.659, 61.413, 3.394,  8.266
-181.652, 61.300, 3.406,  8.299
-181.645, 61.186, 3.417,  8.332
-181.638, 61.073, 3.427,  8.365
-181.631, 60.958, 3.439,  8.398
-181.624, 60.843, 3.451,  8.431
-181.617, 60.728, 3.462,  8.464
-181.610, 60.613, 3.473,  8.497
-181.603, 60.497, 3.485,  8.530
-181.597, 60.381, 3.496,  8.563
-181.590, 60.264, 3.508,  8.596
-181.584, 60.147, 3.520,  8.629
-181.577, 60.030, 3.531,  8.662
-181.571, 59.912, 3.543,  8.695
-181.565, 59.793, 3.555,  8.728
-181.559, 59.675, 3.567,  8.761
-181.553, 59.556, 3.579,  8.794
-181.547, 59.436, 3.590,  8.827
-181.541, 59.317, 3.601,  8.860
-181.535, 59.196, 3.614,  8.893
-181.529, 59.076, 3.627,  8.926
-181.524, 58.955, 3.639,  8.959
-181.518, 58.833, 3.650,  8.992
-181.512, 58.711, 3.662,  9.025
-181.507, 58.589, 3.675,  9.058
-181.502, 58.466, 3.687,  9.091
-181.496, 58.343, 3.699,  9.124
-181.491, 58.220, 3.712,  9.157
-181.486, 58.096, 3.724,  9.190
-181.481, 57.971, 3.736,  9.223
-181.476, 57.847, 3.748,  9.256
-181.471, 57.721, 3.761,  9.289
-181.466, 57.596, 3.773,  9.322
-181.461, 57.470, 3.786,  9.355
-181.457, 57.343, 3.799,  9.388
-181.452, 57.217, 3.811,  9.421
-181.448, 57.089, 3.824,  9.454
-181.443, 56.962, 3.837,  9.487
-181.439, 56.833, 3.849,  9.520
-181.435, 56.705, 3.862,  9.553
-181.431, 56.576, 3.875,  9.586
-181.426, 56.446, 3.888,  9.619
-181.422, 56.317, 3.901,  9.652
-181.419, 56.186, 3.913,  9.685
-181.415, 56.056, 3.926,  9.718
-181.411, 55.924, 3.940,  9.751
-181.407, 55.793, 3.954,  9.784
-181.404, 55.661, 3.966,  9.817
-181.400, 55.528, 3.978,  9.850
-181.396, 55.395, 3.992,  9.883
-181.393, 55.262, 4.006,  9.916
-181.390, 55.128, 4.019,  9.949
-181.386, 54.994, 4.031,  9.982
-181.383, 54.859, 4.045, 10.015
-181.380, 54.724, 4.059, 10.048
-181.377, 54.588, 4.072, 10.081
-181.374, 54.452, 4.085, 10.114
-181.371, 54.316, 4.099, 10.147
-181.368, 54.179, 4.113, 10.180
-181.366, 54.042, 4.126, 10.213
-181.363, 53.904, 4.139, 10.246
-181.360, 53.765, 4.154, 10.279
-181.358, 53.627, 4.168, 10.312
-181.355, 53.487, 4.181, 10.345
-181.353, 53.348, 4.194, 10.378
-181.350, 53.208, 4.208, 10.411
-181.348, 53.067, 4.222, 10.444
-181.346, 52.926, 4.237, 10.477
-181.344, 52.784, 4.251, 10.510
-181.342, 52.642, 4.265, 10.543
-181.340, 52.500, 4.278, 10.576
-181.338, 52.357, 4.293, 10.609
-181.336, 52.213, 4.307, 10.642
-181.334, 52.069, 4.321, 10.675
-181.332, 51.925, 4.336, 10.708
-181.331, 51.780, 4.350, 10.741
-181.329, 51.635, 4.364, 10.774
-181.327, 51.489, 4.379, 10.807
-181.326, 51.343, 4.393, 10.840
-181.325, 51.196, 4.408, 10.873
-181.323, 51.049, 4.423, 10.906
-181.322, 50.901, 4.437, 10.939
-181.321, 50.753, 4.451, 10.972
-181.319, 50.604, 4.467, 11.005
-181.318, 50.454, 4.482, 11.038
-181.317, 50.305, 4.496, 11.071
-181.316, 50.154, 4.511, 11.104
-181.315, 50.004, 4.526, 11.137
-181.314, 49.852, 4.541, 11.170
-181.313, 49.701, 4.556, 11.203
-181.312, 49.548, 4.571, 11.236
-181.312, 49.396, 4.587, 11.269
-181.311, 49.242, 4.602, 11.302
-181.310, 49.089, 4.617, 11.335
-181.310, 48.934, 4.632, 11.368
-181.309, 48.780, 4.648, 11.401
-181.309, 48.624, 4.663, 11.434
-181.308, 48.468, 4.678, 11.467
-181.308, 48.312, 4.694, 11.500
-181.307, 48.155, 4.710, 11.533
-181.307, 47.998, 4.725, 11.566
-181.307, 47.840, 4.741, 11.599
-181.306, 47.681, 4.757, 11.632
-181.306, 47.523, 4.772, 11.665
-181.306, 47.363, 4.788, 11.698
-181.306, 47.203, 4.804, 11.731
-181.306, 47.042, 4.820, 11.764
-181.306, 46.881, 4.836, 11.797
-181.306, 46.720, 4.852, 11.830
-181.306, 46.558, 4.868, 11.863
-181.306, 46.395, 4.885, 11.896
-181.306, 46.232, 4.901, 11.929
-181.306, 46.068, 4.917, 11.962
-181.306, 45.904, 4.933, 11.995
-181.307, 45.739, 4.950, 12.028
-181.307, 45.573, 4.967, 12.061
-181.307, 45.407, 4.983, 12.094
-181.307, 45.241, 4.999, 12.127
-181.308, 45.074, 5.016, 12.160
-181.308, 44.906, 5.034, 12.193
-181.309, 44.738, 5.050, 12.226
-181.309, 44.569, 5.067, 12.259
-181.309, 44.400, 5.084, 12.292
-181.310, 44.230, 5.101, 12.325
-181.310, 44.060, 5.117, 12.358
-181.311, 43.889, 5.125, 12.391
-181.312, 43.718, 5.115, 12.424
-181.312, 43.548, 5.104, 12.457
-181.313, 43.378, 5.110, 12.490
-181.313, 43.207, 5.133, 12.523
-181.314, 43.035, 5.169, 12.556
-181.315, 42.862, 5.207, 12.589
-181.315, 42.687, 5.234, 12.622
-181.316, 42.513, 5.248, 12.655
-181.317, 42.337, 5.257, 12.688
-181.317, 42.162, 5.271, 12.721
-181.318, 41.986, 5.293, 12.754
-181.319, 41.808, 5.320, 12.787
-181.320, 41.630, 5.345, 12.820
-181.320, 41.452, 5.365, 12.853
-181.321, 41.272, 5.381, 12.886
-181.322, 41.093, 5.398, 12.919
-181.323, 40.912, 5.418, 12.952
-181.324, 40.731, 5.439, 12.985
-181.325, 40.549, 5.459, 13.018
-181.326, 40.367, 5.479, 13.051
-181.326, 40.184, 5.498, 13.084
-181.327, 40.000, 5.517, 13.117
-181.328, 39.816, 5.536, 13.150
-181.329, 39.631, 5.555, 13.183
-181.330, 39.445, 5.575, 13.216
-181.331, 39.259, 5.595, 13.249
-181.332, 39.072, 5.614, 13.282
-181.333, 38.884, 5.633, 13.315
-181.334, 38.696, 5.652, 13.348
-181.335, 38.507, 5.671, 13.381
-181.335, 38.318, 5.691, 13.414
-181.336, 38.128, 5.710, 13.447
-181.337, 37.937, 5.730, 13.480
-181.338, 37.745, 5.749, 13.513
-181.339, 37.553, 5.769, 13.546
-181.340, 37.361, 5.789, 13.579
-181.341, 37.167, 5.808, 13.612
-181.342, 36.973, 5.827, 13.645
-181.343, 36.778, 5.847, 13.678
-181.344, 36.583, 5.867, 13.711
-181.345, 36.387, 5.886, 13.744
-181.346, 36.190, 5.906, 13.777
-181.347, 35.993, 5.926, 13.810
-181.347, 35.795, 5.946, 13.843
-181.348, 35.597, 5.966, 13.876
-181.349, 35.397, 5.986, 13.909
-181.350, 35.197, 6.006, 13.942
-181.351, 34.997, 6.026, 13.975
-181.352, 34.795, 6.046, 14.008
-181.353, 34.593, 6.067, 14.041
-181.354, 34.391, 6.087, 14.074
-181.354, 34.187, 6.108, 14.107
-181.355, 33.983, 6.128, 14.140
-181.356, 33.778, 6.149, 14.173
-181.357, 33.573, 6.169, 14.206
-181.358, 33.367, 6.190, 14.239
-181.358, 33.160, 6.210, 14.272
-181.359, 32.953, 6.231, 14.305
-181.360, 32.744, 6.252, 14.338
-181.361, 32.536, 6.273, 14.371
-181.361, 32.326, 6.294, 14.404
-181.362, 32.116, 6.314, 14.437
-181.363, 31.905, 6.336, 14.470
-181.364, 31.693, 6.357, 14.503
-181.364, 31.481, 6.379, 14.536
-181.365, 31.268, 6.400, 14.569
-181.366, 31.054, 6.422, 14.602
-181.366, 30.839, 6.442, 14.635
-181.367, 30.624, 6.464, 14.668
-181.367, 30.408, 6.486, 14.701
-181.368, 30.191, 6.508, 14.734
-181.369, 29.974, 6.529, 14.767
-181.369, 29.756, 6.551, 14.800
-181.370, 29.537, 6.573, 14.833
-181.370, 29.317, 6.595, 14.866
-181.371, 29.097, 6.617, 14.899
-181.371, 28.876, 6.639, 14.932
-181.372, 28.654, 6.661, 14.965
-181.372, 28.432, 6.684, 14.998
-181.373, 28.208, 6.706, 15.031
-181.373, 27.984, 6.728, 15.064
-181.373, 27.760, 6.751, 15.097
-181.374, 27.534, 6.773, 15.130
-181.374, 27.308, 6.796, 15.163
-181.375, 27.081, 6.819, 15.196
-181.375, 26.853, 6.842, 15.229
-181.375, 26.624, 6.863, 15.262
-181.376, 26.395, 6.886, 15.295
-181.376, 26.165, 6.909, 15.328
-181.376, 25.934, 6.932, 15.361
-181.376, 25.703, 6.956, 15.394
-181.377, 25.470, 6.979, 15.427
-181.377, 25.237, 7.002, 15.460
-181.377, 25.003, 7.025, 15.493
-181.377, 24.768, 7.048, 15.526
-181.377, 24.533, 7.072, 15.559
-181.378, 24.297, 7.096, 15.592
-181.378, 24.060, 7.119, 15.625
-181.378, 23.822, 7.142, 15.658
-181.378, 23.583, 7.166, 15.691
-181.378, 23.344, 7.191, 15.724
-181.378, 23.103, 7.215, 15.757
-181.378, 22.862, 7.238, 15.790
-181.378, 22.621, 7.262, 15.823
-181.378, 22.378, 7.287, 15.856
-181.378, 22.134, 7.311, 15.889
-181.378, 21.890, 7.335, 15.922
-181.378, 21.645, 7.360, 15.955
-181.378, 21.399, 7.384, 15.988
-181.378, 21.152, 7.409, 16.021
-181.378, 20.905, 7.434, 16.054
-181.378, 20.656, 7.458, 16.087
-181.378, 20.407, 7.483, 16.120
-181.377, 20.157, 7.508, 16.153
-181.377, 19.906, 7.533, 16.186
-181.377, 19.655, 7.557, 16.219
-181.377, 19.402, 7.583, 16.252
-181.377, 19.149, 7.608, 16.285
-181.376, 18.894, 7.633, 16.318
-181.376, 18.639, 7.658, 16.351
-181.376, 18.383, 7.684, 16.384
-181.376, 18.127, 7.710, 16.417
-181.375, 17.869, 7.735, 16.450
-181.375, 17.611, 7.760, 16.483
-181.375, 17.351, 7.786, 16.516
-181.374, 17.091, 7.812, 16.549
-181.374, 16.830, 7.839, 16.582
-181.374, 16.568, 7.865, 16.615
-181.373, 16.305, 7.891, 16.648
-181.373, 16.041, 7.917, 16.681
-181.373, 15.777, 7.943, 16.714
-181.372, 15.511, 7.970, 16.747
-181.372, 15.245, 7.997, 16.780
-181.371, 14.978, 8.023, 16.813
-181.371, 14.710, 8.050, 16.846
-181.370, 14.441, 8.077, 16.879
-181.370, 14.171, 8.104, 16.912
-181.369, 13.900, 8.131, 16.945
-181.369, 13.628, 8.158, 16.978
-181.368, 13.356, 8.184, 17.011
-181.368, 13.082, 8.212, 17.044
-181.367, 12.808, 8.240, 17.077
-181.367, 12.532, 8.268, 17.110
-181.366, 12.256, 8.295, 17.143
-181.366, 11.979, 8.323, 17.176
-181.365, 11.701, 8.350, 17.209
-181.364, 11.422, 8.377, 17.242
-181.364, 11.142, 8.406, 17.275
-181.363, 10.861, 8.434, 17.308
-181.363, 10.579, 8.462, 17.341
-181.362, 10.296, 8.491, 17.374
-181.361, 10.012, 8.519, 17.407
-181.361, 9.728, 8.547, 17.440
-181.360, 9.442, 8.575, 17.473
-181.359, 9.156, 8.604, 17.506
-181.359, 8.868, 8.633, 17.539
-181.358, 8.580, 8.661, 17.572
-181.357, 8.290, 8.691, 17.605
-181.356, 8.000, 8.721, 17.638
-181.356, 7.708, 8.750, 17.671
-181.355, 7.416, 8.778, 17.704
-181.354, 7.122, 8.807, 17.737
-181.353, 6.828, 8.837, 17.770
-181.353, 6.533, 8.867, 17.803
-181.352, 6.237, 8.896, 17.836
-181.351, 5.939, 8.925, 17.869
-181.350, 5.641, 8.956, 17.902
-181.350, 5.342, 8.986, 17.935
-181.349, 5.041, 9.017, 17.968
-181.348, 4.740, 9.046, 18.001
-181.347, 4.438, 9.076, 18.034
-181.346, 4.134, 9.106, 18.067
-181.345, 3.830, 9.136, 18.100
-181.345, 3.525, 9.167, 18.133
-181.344, 3.218, 9.198, 18.166
-181.343, 2.911, 9.229, 18.199
-181.342, 2.603, 9.260, 18.232
-181.341, 2.293, 9.290, 18.265
-181.340, 1.983, 9.321, 18.298
-181.339, 1.671, 9.352, 18.331
-181.338, 1.359, 9.384, 18.364
-181.337, 1.045, 9.415, 18.397
-181.337, 0.731, 9.447, 18.430
-181.336, 0.415, 9.478, 18.463
-181.335, 0.098, 9.510, 18.496
-181.334, -0.220, 9.541, 18.529
-181.333, -0.538, 9.573, 18.562
-181.332, -0.858, 9.605, 18.595
-181.331, -1.179, 9.638, 18.628
-181.330, -1.501, 9.670, 18.661
-181.329, -1.825, 9.702, 18.694
-181.328, -2.149, 9.734, 18.727
-181.327, -2.474, 9.767, 18.760
-181.326, -2.801, 9.800, 18.793
-181.325, -3.128, 9.833, 18.826
-181.324, -3.457, 9.865, 18.859
-181.323, -3.786, 9.898, 18.892
-181.322, -4.117, 9.931, 18.925
-181.321, -4.449, 9.965, 18.958
-181.320, -4.782, 9.998, 18.991
-181.319, -5.116, 10.031, 19.024
-181.318, -5.451, 10.065, 19.057
-181.317, -5.788, 10.098, 19.090
-181.316, -6.125, 10.132, 19.123
-181.314, -6.464, 10.166, 19.156
-181.313, -6.803, 10.200, 19.189
-181.312, -7.144, 10.234, 19.222
-181.311, -7.486, 10.268, 19.255
-181.310, -7.829, 10.303, 19.288
-181.309, -8.174, 10.337, 19.321
-181.308, -8.519, 10.371, 19.354
-181.307, -8.866, 10.406, 19.387
-181.305, -9.213, 10.441, 19.420
-181.304, -9.562, 10.475, 19.453
-181.303, -9.912, 10.510, 19.486
-181.302, -10.264, 10.546, 19.519
-181.301, -10.616, 10.581, 19.552
-181.300, -10.970, 10.616, 19.585
-181.298, -11.324, 10.652, 19.618
-181.297, -11.680, 10.687, 19.651
-181.296, -12.038, 10.723, 19.684
-181.295, -12.396, 10.759, 19.717
-181.293, -12.756, 10.796, 19.750
-181.292, -13.116, 10.832, 19.783
-181.291, -13.478, 10.868, 19.816
-181.290, -13.841, 10.904, 19.849
-181.288, -14.206, 10.940, 19.882
-181.287, -14.571, 10.976, 19.915
-181.286, -14.938, 11.013, 19.948
-181.285, -15.306, 11.050, 19.981
-181.283, -15.676, 11.087, 20.014
-181.282, -16.046, 11.124, 20.047
-181.281, -16.418, 11.161, 20.080
-181.279, -16.791, 11.198, 20.113
-181.278, -17.165, 11.236, 20.146
-181.276, -17.540, 11.274, 20.179
-181.275, -17.917, 11.312, 20.212
-181.274, -18.295, 11.350, 20.245
-181.272, -18.675, 11.387, 20.278
-181.271, -19.055, 11.425, 20.311
-181.269, -19.437, 11.463, 20.344
-181.268, -19.820, 11.502, 20.377
-181.266, -20.204, 11.541, 20.410
-181.265, -20.590, 11.579, 20.443
-181.264, -20.977, 11.618, 20.476
-181.262, -21.365, 11.656, 20.509
-181.261, -21.755, 11.695, 20.542
-181.259, -22.146, 11.735, 20.575
-181.258, -22.538, 11.774, 20.608
-181.256, -22.931, 11.814, 20.641
-181.254, -23.326, 11.853, 20.674
-181.253, -23.722, 11.893, 20.707
-181.251, -24.120, 11.933, 20.740
-181.250, -24.518, 11.974, 20.773
-181.248, -24.919, 12.014, 20.806
-181.247, -25.320, 12.054, 20.839
-181.245, -25.723, 12.094, 20.872
-181.243, -26.127, 12.134, 20.905
-181.242, -26.532, 12.175, 20.938
-181.240, -26.939, 12.217, 20.971
-181.238, -27.348, 12.258, 21.004
-181.237, -27.757, 12.298, 21.037
-181.235, -28.168, 12.339, 21.070
-181.233, -28.581, 12.380, 21.103
-181.231, -28.994, 12.423, 21.136
-181.230, -29.409, 12.464, 21.169
-181.228, -29.826, 12.506, 21.202
-181.226, -30.244, 12.547, 21.235
-181.224, -30.663, 12.589, 21.268
-181.223, -31.084, 12.631, 21.301
-181.221, -31.506, 12.675, 21.334
-181.219, -31.930, 12.718, 21.367
-181.217, -32.355, 12.760, 21.400
-181.215, -32.781, 12.802, 21.433
-181.213, -33.209, 12.844, 21.466
-181.211, -33.638, 12.887, 21.499
-181.210, -34.069, 12.931, 21.532
-181.208, -34.501, 12.975, 21.565
-181.206, -34.935, 13.019, 21.598
-181.204, -35.370, 13.062, 21.631
-181.202, -35.806, 13.105, 21.664
-181.200, -36.244, 13.148, 21.697
-181.198, -36.683, 13.193, 21.730
-181.196, -37.124, 13.237, 21.763
-181.194, -37.567, 13.282, 21.796
-181.192, -38.011, 13.326, 21.829
-181.190, -38.456, 13.370, 21.862
-181.188, -38.903, 13.415, 21.895
-181.185, -39.351, 13.461, 21.928
-181.183, -39.801, 13.506, 21.961
-181.181, -40.252, 13.551, 21.994
-181.179, -40.705, 13.597, 22.027
-181.177, -41.159, 13.642, 22.060
-181.175, -41.615, 13.687, 22.093
-181.173, -42.073, 13.733, 22.126
-181.170, -42.532, 13.780, 22.159
-181.168, -42.992, 13.826, 22.192
-181.166, -43.454, 13.872, 22.225
-181.164, -43.918, 13.918, 22.258
-181.161, -44.383, 13.965, 22.291
-181.159, -44.850, 14.011, 22.324
-181.157, -45.318, 14.058, 22.357
-181.154, -45.788, 14.106, 22.390
-181.152, -46.259, 14.153, 22.423
-181.150, -46.732, 14.201, 22.456
-181.147, -47.207, 14.248, 22.489
-181.145, -47.683, 14.295, 22.522
-181.142, -48.160, 14.343, 22.555
-181.140, -48.640, 14.391, 22.588
-181.138, -49.121, 14.439, 22.621
-181.135, -49.603, 14.488, 22.654
-181.133, -50.087, 14.537, 22.687
-181.130, -50.573, 14.586, 22.720
-181.128, -51.061, 14.634, 22.753
-181.125, -51.550, 14.682, 22.786
-181.122, -52.040, 14.731, 22.819
-181.120, -52.533, 14.781, 22.852
-181.117, -53.027, 14.831, 22.885
-181.115, -53.522, 14.880, 22.918
-181.112, -54.019, 14.930, 22.951
-181.109, -54.518, 14.980, 22.984
-181.107, -55.019, 15.030, 23.017
